id,Category
622,horse
623,car
624,bird
625,horse
626,truck
627,truck
628,deer
629,deer
630,car
631,bird
632,dog
633,frog
634,ship
635,horse
636,frog
637,ship
638,cat
639,plane
640,cat
641,cat
642,cat
643,plane
644,horse
645,truck
646,car
647,cat
648,deer
649,deer
650,dog
651,cat
652,truck
653,dog
654,frog
655,truck
656,deer
657,car
658,car
659,deer
660,car
661,truck
662,deer
663,horse
664,frog
665,cat
666,plane
667,truck
668,plane
669,car
670,cat
671,frog
672,cat
673,ship
674,cat
675,bird
676,plane
677,cat
678,car
679,plane
680,dog
681,car
682,frog
683,deer
684,plane
685,truck
686,cat
687,truck
688,frog
689,frog
690,plane
691,cat
692,bird
693,bird
694,horse
695,ship
696,cat
697,ship
698,bird
699,horse
700,dog
701,horse
702,bird
703,deer
704,ship
705,horse
706,deer
707,bird
708,truck
709,ship
710,ship
711,bird
712,ship
713,ship
714,horse
715,deer
716,frog
717,cat
718,ship
719,deer
720,truck
721,deer
722,ship
723,ship
724,car
725,ship
726,plane
727,car
728,cat
729,frog
730,dog
731,deer
732,bird
733,horse
734,truck
735,ship
736,deer
737,car
738,deer
739,car
740,horse
741,bird
742,horse
743,plane
744,horse
745,truck
746,horse
747,deer
748,frog
749,bird
750,cat
751,truck
752,bird
753,truck
754,car
755,bird
756,bird
757,frog
758,ship
759,bird
760,car
761,cat
762,frog
763,frog
764,plane
765,car
766,bird
767,horse
768,plane
769,dog
770,deer
771,cat
772,car
773,frog
774,deer
775,plane
776,bird
777,dog
778,frog
779,plane
780,frog
781,truck
782,car
783,horse
784,frog
785,horse
786,plane
787,cat
788,truck
789,frog
790,ship
791,cat
792,plane
793,cat
794,dog
795,horse
796,horse
797,cat
798,deer
799,horse
800,bird
801,horse
802,car
803,deer
804,horse
805,deer
806,deer
807,ship
808,deer
809,horse
810,horse
811,bird
812,dog
813,horse
814,bird
815,plane
816,ship
817,truck
818,cat
819,ship
820,cat
821,frog
822,bird
823,plane
824,ship
825,horse
826,cat
827,horse
828,frog
829,dog
830,cat
831,car
832,cat
833,bird
834,bird
835,dog
836,deer
837,car
838,bird
839,truck
840,bird
841,horse
842,plane
843,horse
844,bird
845,car
846,plane
847,bird
848,plane
849,bird
850,deer
851,horse
852,truck
853,ship
854,car
855,plane
856,horse
857,horse
858,plane
859,horse
860,ship
861,deer
862,frog
863,frog
864,cat
865,plane
866,car
867,cat
868,horse
869,plane
870,car
871,cat
872,car
873,deer
874,bird
875,cat
876,ship
877,deer
878,bird
879,cat
880,horse
881,ship
882,deer
883,bird
884,plane
885,truck
886,plane
887,plane
888,car
889,plane
890,deer
891,deer
892,frog
893,horse
894,cat
895,car
896,car
897,cat
898,horse
899,cat
900,dog
901,frog
902,frog
903,frog
904,dog
905,ship
906,horse
907,car
908,frog
909,ship
910,ship
911,horse
912,cat
913,plane
914,deer
915,plane
916,car
917,plane
918,ship
919,ship
920,plane
921,frog
922,truck
923,truck
924,deer
925,cat
926,cat
927,ship
928,frog
929,plane
930,plane
931,deer
932,bird
933,cat
934,bird
935,horse
936,bird
937,bird
938,dog
939,truck
940,ship
941,truck
942,car
943,horse
944,deer
945,plane
946,cat
947,plane
948,car
949,deer
950,ship
951,cat
952,truck
953,frog
954,car
955,deer
956,horse
957,bird
958,cat
959,horse
960,ship
961,truck
962,car
963,car
964,frog
965,frog
966,frog
967,frog
968,truck
969,car
970,truck
971,truck
972,deer
973,bird
974,car
975,horse
976,plane
977,frog
978,ship
979,car
980,truck
981,bird
982,truck
983,cat
984,deer
985,horse
986,ship
987,cat
988,car
989,bird
990,plane
991,car
992,dog
993,ship
994,deer
995,bird
996,cat
997,ship
998,car
999,cat
1000,ship
1001,dog
1002,ship
1003,ship
1004,deer
1005,ship
1006,car
1007,car
1008,ship
1009,truck
1010,frog
1011,plane
1012,ship
1013,frog
1014,car
1015,cat
1016,deer
1017,car
1018,frog
1019,plane
1020,cat
1021,car
1022,car
1023,plane
1024,plane
1025,cat
1026,dog
1027,plane
1028,plane
1029,frog
1030,frog
1031,cat
1032,plane
1033,frog
1034,cat
1035,cat
1036,frog
1037,plane
1038,horse
1039,bird
1040,bird
1041,bird
1042,dog
1043,bird
1044,bird
1045,ship
1046,dog
1047,bird
1048,car
1049,car
1050,car
1051,plane
1052,bird
1053,plane
1054,cat
1055,car
1056,dog
1057,cat
1058,horse
1059,frog
1060,ship
1061,truck
1062,car
1063,frog
1064,deer
1065,dog
1066,bird
1067,truck
1068,plane
1069,truck
1070,frog
1071,cat
1072,frog
1073,ship
1074,horse
1075,cat
1076,ship
1077,ship
1078,plane
1079,plane
1080,frog
1081,frog
1082,frog
1083,truck
1084,bird
1085,dog
1086,deer
1087,deer
1088,frog
1089,cat
1090,frog
1091,plane
1092,ship
1093,frog
1094,bird
1095,frog
1096,bird
1097,horse
1098,dog
1099,car
1100,bird
1101,horse
1102,ship
1103,ship
1104,plane
1105,truck
1106,deer
1107,truck
1108,horse
1109,bird
1110,plane
1111,bird
1112,ship
1113,bird
1114,ship
1115,truck
1116,car
1117,dog
1118,dog
1119,horse
1120,horse
1121,dog
1122,cat
1123,ship
1124,cat
1125,cat
1126,frog
1127,plane
1128,ship
1129,deer
1130,frog
1131,horse
1132,car
1133,bird
1134,deer
1135,car
1136,frog
1137,truck
1138,plane
1139,cat
1140,ship
1141,frog
1142,car
1143,ship
1144,frog
1145,car
1146,deer
1147,bird
1148,truck
1149,bird
1150,horse
1151,horse
1152,bird
1153,plane
1154,ship
1155,frog
1156,truck
1157,car
1158,horse
1159,car
1160,ship
1161,ship
1162,plane
1163,horse
1164,dog
1165,ship
1166,plane
1167,cat
1168,cat
1169,cat
1170,horse
1171,horse
1172,truck
1173,bird
1174,cat
1175,car
1176,truck
1177,car
1178,truck
1179,frog
1180,cat
1181,cat
1182,bird
1183,car
1184,plane
1185,frog
1186,car
1187,deer
1188,car
1189,plane
1190,plane
1191,car
1192,car
1193,frog
1194,cat
1195,deer
1196,frog
1197,bird
1198,plane
1199,horse
1200,truck
1201,ship
1202,horse
1203,bird
1204,ship
1205,frog
1206,ship
1207,car
1208,deer
1209,cat
1210,horse
1211,plane
1212,frog
1213,car
1214,ship
1215,dog
1216,horse
1217,ship
1218,deer
1219,ship
1220,cat
1221,truck
1222,truck
1223,truck
1224,ship
1225,horse
1226,frog
1227,frog
1228,cat
1229,cat
1230,car
1231,cat
1232,truck
1233,car
1234,deer
1235,car
1236,dog
1237,dog
1238,plane
1239,car
1240,dog
1241,bird
1242,plane
1243,ship
1244,ship
1245,dog
1246,frog
1247,horse
1248,deer
1249,cat
1250,deer
1251,horse
1252,bird
1253,dog
1254,ship
1255,bird
1256,deer
1257,truck
1258,bird
1259,car
1260,ship
1261,car
1262,truck
1263,ship
1264,plane
1265,ship
1266,car
1267,plane
1268,deer
1269,cat
1270,cat
1271,car
1272,ship
1273,deer
1274,frog
1275,cat
1276,cat
1277,dog
1278,bird
1279,bird
1280,ship
1281,cat
1282,ship
1283,truck
1284,dog
1285,ship
1286,truck
1287,ship
1288,truck
1289,car
1290,frog
1291,dog
1292,truck
1293,deer
1294,deer
1295,ship
1296,plane
1297,horse
1298,bird
1299,truck
1300,horse
1301,deer
1302,car
1303,frog
1304,deer
1305,ship
1306,truck
1307,car
1308,bird
1309,dog
1310,frog
1311,plane
1312,ship
1313,frog
1314,car
1315,truck
1316,deer
1317,dog
1318,truck
1319,dog
1320,plane
1321,horse
1322,bird
1323,plane
1324,plane
1325,deer
1326,deer
1327,frog
1328,frog
1329,dog
1330,dog
1331,bird
1332,ship
1333,car
1334,horse
1335,cat
1336,car
1337,deer
1338,dog
1339,frog
1340,cat
1341,car
1342,deer
1343,horse
1344,plane
1345,truck
1346,deer
1347,deer
1348,ship
1349,bird
1350,ship
1351,deer
1352,horse
1353,bird
1354,frog
1355,car
1356,bird
1357,bird
1358,truck
1359,ship
1360,truck
1361,horse
1362,truck
1363,dog
1364,car
1365,deer
1366,plane
1367,ship
1368,bird
1369,cat
1370,ship
1371,truck
1372,car
1373,car
1374,cat
1375,bird
1376,deer
1377,truck
1378,cat
1379,car
1380,horse
1381,deer
1382,frog
1383,bird
1384,ship
1385,truck
1386,cat
1387,cat
1388,truck
1389,dog
1390,frog
1391,frog
1392,bird
1393,bird
1394,deer
1395,frog
1396,cat
1397,car
1398,plane
1399,horse
1400,bird
1401,dog
1402,deer
1403,horse
1404,frog
1405,car
1406,car
1407,truck
1408,ship
1409,car
1410,plane
1411,car
1412,cat
1413,car
1414,car
1415,car
1416,horse
1417,cat
1418,truck
1419,frog
1420,ship
1421,deer
1422,frog
1423,ship
1424,deer
1425,truck
1426,deer
1427,horse
1428,truck
1429,horse
1430,frog
1431,ship
1432,deer
1433,truck
1434,deer
1435,plane
1436,car
1437,frog
1438,car
1439,dog
1440,car
1441,plane
1442,deer
1443,cat
1444,deer
1445,car
1446,cat
1447,plane
1448,ship
1449,deer
1450,frog
1451,bird
1452,bird
1453,frog
1454,dog
1455,cat
1456,frog
1457,horse
1458,car
1459,car
1460,ship
1461,frog
1462,plane
1463,deer
1464,plane
1465,car
1466,truck
1467,horse
1468,car
1469,cat
1470,horse
1471,cat
1472,ship
1473,horse
1474,horse
1475,cat
1476,truck
1477,horse
1478,horse
1479,horse
1480,bird
1481,car
1482,bird
1483,ship
1484,frog
1485,deer
1486,plane
1487,horse
1488,truck
1489,ship
1490,frog
1491,ship
1492,frog
1493,car
1494,car
1495,horse
1496,plane
1497,bird
1498,ship
1499,dog
1500,ship
1501,car
1502,cat
1503,bird
1504,deer
1505,car
1506,bird
1507,horse
1508,bird
1509,ship
1510,car
1511,ship
1512,car
1513,ship
1514,frog
1515,plane
1516,bird
1517,deer
1518,car
1519,cat
1520,frog
1521,horse
1522,horse
1523,deer
1524,deer
1525,cat
1526,cat
1527,deer
1528,dog
1529,bird
1530,deer
1531,cat
1532,horse
1533,ship
1534,deer
1535,deer
1536,deer
1537,deer
1538,deer
1539,cat
1540,bird
1541,ship
1542,deer
1543,dog
1544,dog
1545,deer
1546,car
1547,deer
1548,plane
1549,dog
1550,car
1551,frog
1552,deer
1553,cat
1554,deer
1555,deer
1556,plane
1557,ship
1558,ship
1559,deer
1560,dog
1561,horse
1562,dog
1563,frog
1564,truck
1565,car
1566,frog
1567,horse
1568,bird
1569,plane
1570,car
1571,deer
1572,dog
1573,frog
1574,plane
1575,plane
1576,bird
1577,horse
1578,dog
1579,frog
1580,plane
1581,frog
1582,bird
1583,truck
1584,car
1585,horse
1586,horse
1587,dog
1588,bird
1589,dog
1590,frog
1591,deer
1592,car
1593,deer
1594,cat
1595,cat
1596,cat
1597,plane
1598,cat
1599,dog
1600,dog
1601,ship
1602,truck
1603,horse
1604,cat
1605,car
1606,cat
1607,cat
1608,cat
1609,deer
1610,deer
1611,bird
1612,cat
1613,cat
1614,ship
1615,car
1616,horse
1617,horse
1618,plane
1619,horse
1620,deer
1621,plane
1622,car
1623,deer
1624,bird
1625,deer
1626,cat
1627,truck
1628,truck
1629,deer
1630,truck
1631,truck
1632,car
1633,plane
1634,car
1635,frog
1636,horse
1637,dog
1638,dog
1639,deer
1640,truck
1641,horse
1642,frog
1643,dog
1644,truck
1645,bird
1646,deer
1647,plane
1648,horse
1649,ship
1650,dog
1651,dog
1652,plane
1653,plane
1654,truck
1655,truck
1656,ship
1657,bird
1658,dog
1659,deer
1660,ship
1661,cat
1662,frog
1663,cat
1664,frog
1665,bird
1666,frog
1667,frog
1668,frog
1669,truck
1670,frog
1671,deer
1672,ship
1673,frog
1674,bird
1675,deer
1676,horse
1677,ship
1678,car
1679,bird
1680,horse
1681,frog
1682,cat
1683,horse
1684,ship
1685,ship
1686,bird
1687,plane
1688,ship
1689,frog
1690,truck
1691,bird
1692,ship
1693,truck
1694,ship
1695,plane
1696,truck
1697,plane
1698,truck
1699,dog
1700,horse
1701,dog
1702,dog
1703,truck
1704,dog
1705,cat
1706,plane
1707,car
1708,truck
1709,horse
1710,bird
1711,deer
1712,car
1713,plane
1714,ship
1715,bird
1716,cat
1717,car
1718,horse
1719,ship
1720,plane
1721,deer
1722,cat
1723,frog
1724,cat
1725,deer
1726,plane
1727,plane
1728,car
1729,plane
1730,ship
1731,deer
1732,cat
1733,truck
1734,cat
1735,truck
1736,plane
1737,dog
1738,frog
1739,dog
1740,truck
1741,car
1742,deer
1743,ship
1744,car
1745,plane
1746,dog
1747,deer
1748,car
1749,plane
1750,bird
1751,ship
1752,car
1753,dog
1754,frog
1755,horse
1756,horse
1757,cat
1758,frog
1759,bird
1760,cat
1761,plane
1762,car
1763,deer
1764,bird
1765,dog
1766,deer
1767,frog
1768,bird
1769,bird
1770,car
1771,horse
1772,bird
1773,ship
1774,dog
1775,dog
1776,cat
1777,plane
1778,deer
1779,ship
1780,bird
1781,horse
1782,frog
1783,cat
1784,ship
1785,car
1786,plane
1787,car
1788,cat
1789,cat
1790,plane
1791,deer
1792,frog
1793,truck
1794,dog
1795,cat
1796,frog
1797,plane
1798,car
1799,deer
1800,deer
1801,deer
1802,deer
1803,bird
1804,bird
1805,dog
1806,ship
1807,car
1808,dog
1809,truck
1810,ship
1811,car
1812,car
1813,dog
1814,cat
1815,plane
1816,truck
1817,horse
1818,frog
1819,dog
1820,plane
1821,ship
1822,deer
1823,bird
1824,dog
1825,truck
1826,bird
1827,ship
1828,deer
1829,horse
1830,car
1831,cat
1832,truck
1833,frog
1834,ship
1835,truck
1836,plane
1837,deer
1838,car
1839,frog
1840,horse
1841,ship
1842,truck
1843,deer
1844,ship
1845,truck
1846,horse
1847,bird
1848,dog
1849,cat
1850,horse
1851,car
1852,plane
1853,bird
1854,truck
1855,dog
1856,dog
1857,ship
1858,dog
1859,deer
1860,bird
1861,ship
1862,cat
1863,deer
1864,dog
1865,horse
1866,horse
1867,ship
1868,frog
1869,horse
1870,ship
1871,bird
1872,cat
1873,dog
1874,frog
1875,ship
1876,plane
1877,bird
1878,cat
1879,horse
1880,plane
1881,car
1882,truck
1883,car
1884,deer
1885,horse
1886,dog
1887,cat
1888,cat
1889,bird
1890,truck
1891,frog
1892,ship
1893,frog
1894,truck
1895,cat
1896,ship
1897,truck
1898,ship
1899,horse
1900,horse
1901,ship
1902,dog
1903,plane
1904,plane
1905,car
1906,cat
1907,truck
1908,car
1909,cat
1910,cat
1911,deer
1912,deer
1913,plane
1914,truck
1915,truck
1916,truck
1917,truck
1918,ship
1919,bird
1920,deer
1921,bird
1922,plane
1923,dog
1924,car
1925,deer
1926,car
1927,plane
1928,truck
1929,deer
1930,bird
1931,car
1932,frog
1933,plane
1934,cat
1935,plane
1936,bird
1937,cat
1938,truck
1939,plane
1940,truck
1941,dog
1942,horse
1943,bird
1944,ship
1945,deer
1946,horse
1947,ship
1948,cat
1949,dog
1950,plane
1951,bird
1952,horse
1953,deer
1954,deer
1955,bird
1956,bird
1957,horse
1958,horse
1959,frog
1960,plane
1961,bird
1962,horse
1963,frog
1964,bird
1965,cat
1966,plane
1967,horse
1968,horse
1969,ship
1970,truck
1971,car
1972,deer
1973,frog
1974,plane
1975,frog
1976,frog
1977,dog
1978,dog
1979,frog
1980,cat
1981,truck
1982,cat
1983,frog
1984,cat
1985,horse
1986,frog
1987,bird
1988,truck
1989,dog
1990,frog
1991,deer
1992,car
1993,frog
1994,cat
1995,ship
1996,bird
1997,cat
1998,truck
1999,ship
2000,dog
2001,car
2002,dog
2003,deer
2004,dog
2005,horse
2006,cat
2007,horse
2008,ship
2009,truck
2010,car
2011,cat
2012,bird
2013,dog
2014,frog
2015,ship
2016,deer
2017,frog
2018,dog
2019,cat
2020,car
2021,truck
2022,ship
2023,dog
2024,cat
2025,frog
2026,deer
2027,dog
2028,truck
2029,horse
2030,cat
2031,deer
2032,car
2033,frog
2034,bird
2035,cat
2036,frog
2037,cat
2038,dog
2039,dog
2040,ship
2041,plane
2042,plane
2043,car
2044,ship
2045,cat
2046,car
2047,cat
2048,dog
2049,ship
2050,cat
2051,ship
2052,dog
2053,ship
2054,frog
2055,cat
2056,dog
2057,dog
2058,dog
2059,plane
2060,ship
2061,dog
2062,bird
2063,horse
2064,car
2065,ship
2066,deer
2067,bird
2068,deer
2069,cat
2070,deer
2071,bird
2072,truck
2073,frog
2074,bird
2075,bird
2076,bird
2077,cat
2078,plane
2079,bird
2080,plane
2081,car
2082,cat
2083,bird
2084,bird
2085,horse
2086,plane
2087,car
2088,plane
2089,horse
2090,horse
2091,bird
2092,plane
2093,car
2094,frog
2095,dog
2096,plane
2097,bird
2098,bird
2099,plane
2100,car
2101,bird
2102,frog
2103,plane
2104,car
2105,frog
2106,frog
2107,dog
2108,cat
2109,deer
2110,plane
2111,plane
2112,car
2113,car
2114,plane
2115,bird
2116,dog
2117,truck
2118,horse
2119,ship
2120,frog
2121,deer
2122,frog
2123,plane
2124,bird
2125,plane
2126,car
2127,truck
2128,dog
2129,frog
2130,bird
2131,plane
2132,horse
2133,bird
2134,cat
2135,deer
2136,ship
2137,plane
2138,bird
2139,frog
2140,ship
2141,truck
2142,horse
2143,car
2144,truck
2145,cat
2146,horse
2147,bird
2148,horse
2149,truck
2150,frog
2151,truck
2152,dog
2153,horse
2154,ship
2155,dog
2156,truck
2157,ship
2158,cat
2159,truck
2160,ship
2161,plane
2162,cat
2163,dog
2164,horse
2165,car
2166,bird
2167,plane
2168,horse
2169,dog
2170,ship
2171,bird
2172,bird
2173,dog
2174,cat
2175,truck
2176,cat
2177,ship
2178,truck
2179,cat
2180,car
2181,deer
2182,cat
2183,deer
2184,deer
2185,truck
2186,plane
2187,car
2188,cat
2189,truck
2190,bird
2191,truck
2192,deer
2193,plane
2194,bird
2195,ship
2196,deer
2197,ship
2198,frog
2199,ship
2200,bird
2201,bird
2202,dog
2203,truck
2204,frog
2205,truck
2206,cat
2207,car
2208,frog
2209,deer
2210,deer
2211,bird
2212,horse
2213,bird
2214,deer
2215,deer
2216,plane
2217,bird
2218,ship
2219,deer
2220,dog
2221,car
2222,bird
2223,frog
2224,ship
2225,car
2226,horse
2227,frog
2228,ship
2229,horse
2230,deer
2231,cat
2232,cat
2233,cat
2234,cat
2235,horse
2236,bird
2237,dog
2238,frog
2239,car
2240,horse
2241,car
2242,plane
2243,bird
2244,cat
2245,truck
2246,ship
2247,truck
2248,dog
2249,ship
2250,plane
2251,horse
2252,frog
2253,cat
2254,cat
2255,ship
2256,car
2257,deer
2258,plane
2259,car
2260,dog
2261,deer
2262,cat
2263,bird
2264,frog
2265,plane
2266,ship
2267,ship
2268,frog
2269,cat
2270,cat
2271,cat
2272,ship
2273,horse
2274,dog
2275,car
2276,frog
2277,plane
2278,dog
2279,truck
2280,truck
2281,deer
2282,dog
2283,truck
2284,deer
2285,ship
2286,cat
2287,cat
2288,bird
2289,dog
2290,car
2291,truck
2292,dog
2293,dog
2294,car
2295,car
2296,ship
2297,truck
2298,horse
2299,plane
2300,frog
2301,cat
2302,frog
2303,plane
2304,bird
2305,frog
2306,truck
2307,cat
2308,truck
2309,car
2310,cat
2311,frog
2312,horse
2313,bird
2314,frog
2315,cat
2316,bird
2317,bird
2318,dog
2319,bird
2320,horse
2321,dog
2322,bird
2323,plane
2324,ship
2325,plane
2326,cat
2327,horse
2328,car
2329,horse
2330,deer
2331,plane
2332,deer
2333,bird
2334,frog
2335,car
2336,bird
2337,truck
2338,horse
2339,frog
2340,bird
2341,horse
2342,plane
2343,dog
2344,frog
2345,plane
2346,car
2347,car
2348,ship
2349,deer
2350,dog
2351,cat
2352,truck
2353,bird
2354,deer
2355,ship
2356,plane
2357,ship
2358,car
2359,horse
2360,bird
2361,horse
2362,plane
2363,deer
2364,bird
2365,frog
2366,horse
2367,truck
2368,deer
2369,plane
2370,car
2371,plane
2372,deer
2373,cat
2374,plane
2375,ship
2376,plane
2377,horse
2378,frog
2379,car
2380,plane
2381,ship
2382,dog
2383,truck
2384,bird
2385,dog
2386,deer
2387,deer
2388,truck
2389,plane
2390,frog
2391,truck
2392,dog
2393,dog
2394,car
2395,frog
2396,horse
2397,car
2398,dog
2399,ship
2400,ship
2401,plane
2402,cat
2403,truck
2404,deer
2405,plane
2406,frog
2407,deer
2408,truck
2409,bird
2410,bird
2411,cat
2412,plane
2413,frog
2414,frog
2415,dog
2416,frog
2417,frog
2418,horse
2419,ship
2420,deer
2421,ship
2422,ship
2423,bird
2424,bird
2425,ship
2426,plane
2427,bird
2428,dog
2429,frog
2430,ship
2431,horse
2432,ship
2433,truck
2434,truck
2435,plane
2436,plane
2437,frog
2438,ship
2439,car
2440,car
2441,horse
2442,frog
2443,deer
2444,bird
2445,cat
2446,frog
2447,truck
2448,bird
2449,bird
2450,deer
2451,car
2452,ship
2453,bird
2454,deer
2455,car
2456,cat
2457,ship
2458,frog
2459,ship
2460,dog
2461,truck
2462,bird
2463,car
2464,plane
2465,bird
2466,truck
2467,plane
2468,truck
2469,plane
2470,truck
2471,horse
2472,ship
2473,dog
2474,ship
2475,frog
2476,frog
2477,ship
2478,car
2479,frog
2480,dog
2481,ship
2482,horse
2483,truck
2484,bird
2485,car
2486,frog
2487,deer
2488,dog
2489,frog
2490,cat
2491,plane
2492,truck
2493,ship
2494,truck
2495,deer
2496,ship
2497,truck
2498,truck
2499,cat
2500,frog
2501,deer
2502,deer
2503,ship
2504,ship
2505,car
2506,horse
2507,cat
2508,plane
2509,frog
2510,bird
2511,deer
2512,truck
2513,bird
2514,bird
2515,truck
2516,bird
2517,bird
2518,truck
2519,horse
2520,deer
2521,car
2522,dog
2523,car
2524,deer
2525,cat
2526,ship
2527,cat
2528,ship
2529,truck
2530,cat
2531,bird
2532,bird
2533,car
2534,bird
2535,truck
2536,cat
2537,dog
2538,car
2539,dog
2540,ship
